text,length,word_count,has_emoji,all_caps,insult,threat,identity_hate,gender,religion,ethnicity
worthless 🤡,11,2,1,0,1,0,0,0,0,0
slut 💩,6,2,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
kill yourself I'll ruin your life,33,6,0,0,0,1,0,0,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
slut whore,10,2,0,0,0,0,0,1,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
heretic 😂,9,2,1,0,0,0,0,0,1,0
failure,7,1,0,0,1,0,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Yo!r god is fake 😭,18,5,1,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
sl?t 🖕,6,2,1,0,0,0,0,1,0,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
You're a pathetic loser 🤡,25,5,1,0,1,0,0,0,0,0
Your existence is a mistake 🖕,29,6,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
You're a pathetic loser clown,29,5,0,0,1,0,0,0,0,0
kill yourself 🖕,15,3,1,0,0,1,0,0,0,0
failure You're a pathetic loser,31,5,0,0,1,0,0,0,0,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
cultist heretic,15,2,0,0,0,0,0,0,1,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Religious terrorists heretic 😂,30,4,1,0,0,0,0,0,1,0
I know where you live I'll ruin your life,41,9,0,0,0,1,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
failure clown,13,2,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
slut 🖕,6,2,1,0,0,0,0,1,0,0
Typical behav1or for your gender 💩,34,6,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
vermin 😭,8,2,1,0,0,0,1,0,0,0
Go b!ck to whe!e you came from People like you should be banned,63,13,0,0,0,0,1,0,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
Sleep with one eye open I'll ruin your life 🖕,45,10,1,0,0,1,0,0,0,0
You're a pathetic loser 😂,25,5,1,0,1,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
cultist 😭,9,2,1,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
ki1l yourself I'll ruin your life,33,6,0,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
worthless failure,17,2,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Yo?'re a pathetic lo?er clown,29,5,0,0,1,0,0,0,0,0
immigrant trash 🤡,17,3,1,0,0,0,0,0,0,1
Religious terrorists cultist,28,3,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
subhuman vermin 😂,17,3,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Braindead mo1on,15,2,0,0,1,0,0,0,0,0
Your god is fake Religious terrorists,37,6,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Religious ter?orists cultist,28,3,0,0,0,0,0,0,1,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
kill yourself 💩,15,3,1,0,0,1,0,0,0,0
You're a pathetic los?r Braindead moron 😂,41,7,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your god is fake cultist,24,5,0,0,0,0,0,0,1,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
Go back to where y?u came from 💩,32,8,1,0,0,0,1,0,0,0
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
I'll ruin your life kill yourself 😭,35,7,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Religious terrorists 🖕,22,3,1,0,0,0,0,0,1,0
kill yourself 😭,15,3,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Typical behavior for your gender 😭,34,6,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to where you came from 😭,32,8,1,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
vermin Go b1ck to where you came from 🖕,39,9,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
failure,7,1,0,0,1,0,0,0,0,0
kill yourself Sleep with one eye open 🖕,39,8,1,0,0,1,0,0,0,0
Typical behavior for your gender 🖕,34,6,1,0,0,0,0,1,0,0
heretic Religious terrorists,28,3,0,0,0,0,0,0,1,0
Braindead m?ron Your existe!ce is a mist!ke,43,7,0,0,1,0,0,0,0,0
Go back to your country immigrant trash 💩,41,8,1,0,0,0,0,0,0,1
Sleep with o1e eye op1n I'll r?in your life,43,9,0,0,0,1,0,0,0,0
Typical behavior for your gender 🖕,34,6,1,0,0,0,0,1,0,0
clown 🤡,7,2,1,0,1,0,0,0,0,0
Go back to where you came from vermin 😂,39,9,1,0,0,0,1,0,0,0
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
Go back to your country immigrant trash 💩,41,8,1,0,0,0,0,0,0,1
Absolute waste of oxygen 😂,26,5,1,0,1,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
ki?l yourself 😂,15,3,1,0,0,1,0,0,0,0
I'll ruin your life I know where you live 🤡,43,10,1,0,0,1,0,0,0,0
Go back to your country 💩,25,6,1,0,0,0,0,0,0,1
cultist 💩,9,2,1,0,0,0,0,0,1,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
immigrant trash,15,2,0,0,0,0,0,0,0,1
Sleep wi?h one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
whore Typical behavior for your gender,38,6,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Religious terrorists Your god is fake,37,6,0,0,0,0,0,0,1,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
cultist heretic,15,2,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I'll ruin y!ur life Sleep with one e?e open,43,9,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
whore 💩,7,2,1,0,0,0,0,1,0,0
slut whore 😂,12,3,1,0,0,0,0,1,0,0
immigrant trash Go back to your country 😂,41,8,1,0,0,0,0,0,0,1
People like you should be banned s!bhuman 😭,43,8,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Make me a sandwich Typical be1avior for yo?r gender,51,9,0,0,0,0,0,1,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
People like you should be banned 🤡,34,7,1,0,0,0,1,0,0,0
cul?ist 🤡,9,2,1,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
slut Typical be?avior f?r your gender 🤡,39,7,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Braindead moron,15,2,0,0,1,0,0,0,0,0
I'll ruin your life 😂,21,5,1,0,0,1,0,0,0,0
heretic 🖕,9,2,1,0,0,0,0,0,1,0
vermin 😭,8,2,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Go back to where you came from vermin,37,8,0,0,0,0,1,0,0,0
vermin,6,1,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
vermin 🖕,8,2,1,0,0,0,1,0,0,0
failure clown 🤡,15,3,1,0,1,0,0,0,0,0
ki1l yourself I k!ow whe?e you live,35,7,0,0,0,1,0,0,0,0
failure 😂,9,2,1,0,1,0,0,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
heretic Your god is fake 🖕,26,6,1,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
Braindead moron,15,2,0,0,1,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Go back to your country immigrant trash 😭,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
People like y!u should be banned 😂,34,7,1,0,0,0,1,0,0,0
I know where you live I'll ruin your life,41,9,0,0,0,1,0,0,0,0
Absolute waste of oxygen Braindead moron,40,6,0,0,1,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
cultist Your g!d is fake,24,5,0,0,0,0,0,0,1,0
Typical behavior for your gender whore 💩,40,7,1,0,0,0,0,1,0,0
Your god is fake 😂,18,5,1,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Make me a sandwich 😭,20,5,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Your god is fa?e cultist,24,5,0,0,0,0,0,0,1,0
subhuman People like you should be banned,41,7,0,0,0,0,1,0,0,0
People like you should be banned subhuman,41,7,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
kill yourself I'll ruin your life 😭,35,7,1,0,0,1,0,0,0,0
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
worthless failure 💩,19,3,1,0,1,0,0,0,0,0
k?ll yourself I'll ruin your li1e,33,6,0,0,0,1,0,0,0,0
heretic Religious terrorists 😂,30,4,1,0,0,0,0,0,1,0
i?migrant trash Go ba!k to y?ur country 😭,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
whore Typical behavior for your gender,38,6,0,0,0,0,0,1,0,0
Typical behavior for your gender Make me a sandwich,51,9,0,0,0,0,0,1,0,0
worthless fail?re 🤡,19,3,1,0,1,0,0,0,0,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
I'll ruin your life kill yourself,33,6,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 💩,41,8,1,0,0,0,0,0,0,1
You're a pathetic loser,23,4,0,0,1,0,0,0,0,0
You're a pathetic loser,23,4,0,0,1,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
immigrant trash Go back to your country 😭,41,8,1,0,0,0,0,0,0,1
People like you should be banned subhuman,41,7,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
Go back to where you came from vermin,37,8,0,0,0,0,1,0,0,0
Go back to your country immigrant trash 😭,41,8,1,0,0,0,0,0,0,1
whore 😂,7,2,1,0,0,0,0,1,0,0
I'll ruin your life 🤡,21,5,1,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Typical behavior for your gender Make me a sandwich,51,9,0,0,0,0,0,1,0,0
clown,5,1,0,0,1,0,0,0,0,0
Make me a sandwich Typical behavior for your gender,51,9,0,0,0,0,0,1,0,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Religious terrorists Your god is fake 🖕,39,7,1,0,0,0,0,0,1,0
immigrant trash Go back to your country 🖕,41,8,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
vermin 💩,8,2,1,0,0,0,1,0,0,0
cultist heretic,15,2,0,0,0,0,0,0,1,0
slut whore,10,2,0,0,0,0,0,1,0,0
vermin People like you should be banned,39,7,0,0,0,0,1,0,0,0
Go back to your country immigrant trash 🤡,41,8,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
You're a pathetic loser 🖕,25,5,1,0,1,0,0,0,0,0
You're a pathetic loser failure,31,5,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
worthless failure 🤡,19,3,1,0,1,0,0,0,0,0
failure,7,1,0,0,1,0,0,0,0,0
I'll ruin your life Sleep with one eye open,43,9,0,0,0,1,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Religious terrorists cultist 🤡,30,4,1,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
I'll ruin your life kill yourself 💩,35,7,1,0,0,1,0,0,0,0
Your god is fake 😂,18,5,1,0,0,0,0,0,1,0
I'll ruin your life 😭,21,5,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
I'll ruin your life I know where you live 🖕,43,10,1,0,0,1,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
failure Absolute waste of oxygen 💩,34,6,1,0,1,0,0,0,0,0
vermin People like you should be banned,39,7,0,0,0,0,1,0,0,0
vermin,6,1,0,0,0,0,1,0,0,0
Your god is fake Religious terrorists,37,6,0,0,0,0,0,0,1,0
kill yourself Sleep with one eye open 💩,39,8,1,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Sleep with one eye open 😭,25,6,1,0,0,1,0,0,0,0
kill yourself Sleep with one eye open,37,7,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 😭,41,8,1,0,0,0,0,0,0,1
cultist,7,1,0,0,0,0,0,0,1,0
Typical behavior for your gender sl!t 💩,39,7,1,0,0,0,0,1,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
Your god is fake 💩,18,5,1,0,0,0,0,0,1,0
whore Typical behavior for your gender,38,6,0,0,0,0,0,1,0,0
Absolute waste of oxygen,24,4,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
slut Ma1e me a sandwich,23,5,0,0,0,0,0,1,0,0
P1ople l?ke you sh1uld be banned ver?in,39,7,0,0,0,0,1,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
kill yourself Sleep with one eye open,37,7,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
failure,7,1,0,0,1,0,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
Your existence is a mistake worthless 🤡,39,7,1,0,1,0,0,0,0,0
I know where you live I'll ruin your life,41,9,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Your god is fake 🖕,18,5,1,0,0,0,0,0,1,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 🖕,41,8,1,0,0,0,0,0,0,1
Go back to where you came from 😂,32,8,1,0,0,0,1,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
I'll ruin your life 😂,21,5,1,0,0,1,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
I'll ruin your life Sleep with one eye open,43,9,0,0,0,1,0,0,0,0
failure clown 🤡,15,3,1,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
cultist Your god is fake,24,5,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash Go b1ck to your country 💩,41,8,1,0,0,0,0,0,0,1
Braindead moron failure,23,3,0,0,1,0,0,0,0,0
sl1t,4,1,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
I know where you l!ve 💩,23,6,1,0,0,1,0,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
kill yourself,13,2,0,0,0,1,0,0,0,0
immigrant trash 😂,17,3,1,0,0,0,0,0,0,1
Go back to your country immig!ant trash,39,7,0,0,0,0,0,0,0,1
Religious terrorists Your god is fake 🤡,39,7,1,0,0,0,0,0,1,0
Absolute waste of oxygen You're a pathetic loser,48,8,0,0,1,0,0,0,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
Braindead moron,15,2,0,0,1,0,0,0,0,0
kill yourself 😭,15,3,1,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
cultist Religious terrorists 💩,30,4,1,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Braindead moron Your existence is a mistake 💩,45,8,1,0,1,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Go back to y?ur country,23,5,0,0,0,0,0,0,0,1
You're a pathetic loser clown 🤡,31,6,1,0,1,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
subhuman vermin 💩,17,3,1,0,0,0,1,0,0,0
heretic 😂,9,2,1,0,0,0,0,0,1,0
slut 🤡,6,2,1,0,0,0,0,1,0,0
Sl1ep with one eye o1en 🤡,25,6,1,0,0,1,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
cultist,7,1,0,0,0,0,0,0,1,0
subhuman,8,1,0,0,0,0,1,0,0,0
Absolute waste of oxygen You're a pathetic loser,48,8,0,0,1,0,0,0,0,0
cultist Your god is fake,24,5,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Make me a sandwich 🤡,20,5,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Absolute waste of oxygen failure,32,5,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Sleep wi?h o?e eye open,23,5,0,0,0,1,0,0,0,0
immigrant trash 🖕,17,3,1,0,0,0,0,0,0,1
I k?ow where you live 😭,23,6,1,0,0,1,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
kill yourself Sleep with one eye open,37,7,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic Religious terroris!s,28,3,0,0,0,0,0,0,1,0
Typical behavior for your gender 😭,34,6,1,0,0,0,0,1,0,0
subhuman People like you should be banned,41,7,0,0,0,0,1,0,0,0
immigrant trash Go ba1k to your co!ntry 😂,41,8,1,0,0,0,0,0,0,1
Braindead moron Your existence is a mistake 😭,45,8,1,0,1,0,0,0,0,0
vermin 🤡,8,2,1,0,0,0,1,0,0,0
I'll ruin your life I know where you live,41,9,0,0,0,1,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
worthless 💩,11,2,1,0,1,0,0,0,0,0
culti?t 😭,9,2,1,0,0,0,0,0,1,0
Make me a sandwich 💩,20,5,1,0,0,0,0,1,0,0
I know wh!re you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
whore 😂,7,2,1,0,0,0,0,1,0,0
slut who?e 🤡,12,3,1,0,0,0,0,1,0,0
worthless Absolute waste of oxygen,34,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
sl!t 🤡,6,2,1,0,0,0,0,1,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yo?rself I kn?w where y?u live,35,7,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
People like you should be banned vermin,39,7,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Your existence is a mistake 😭,29,6,1,0,1,0,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
vermin,6,1,0,0,0,0,1,0,0,0
subhuman vermin,15,2,0,0,0,0,1,0,0,0
People like you should be banned vermin,39,7,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
subhuman vermin,15,2,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
subhuman vermin,15,2,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go ba1k to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
immigrant trash Go back to your country 🖕,41,8,1,0,0,0,0,0,0,1
heretic cultist,15,2,0,0,0,0,0,0,1,0
slut 😂,6,2,1,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
kill yourself I know where you li!e 🖕,37,8,1,0,0,1,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
M?ke me a sandwich,18,4,0,0,0,0,0,1,0,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
Go back to where you came from subhuman,39,8,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
c?own You're a pathet!c loser 😭,31,6,1,0,1,0,0,0,0,0
subhuman 🤡,10,2,1,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
I know where you live 😭,23,6,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
vermin 😂,8,2,1,0,0,0,1,0,0,0
whore 🖕,7,2,1,0,0,0,0,1,0,0
Sleep with one eye open 😭,25,6,1,0,0,1,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
I'll ruin your life I know where you live,41,9,0,0,0,1,0,0,0,0
heretic cultist,15,2,0,0,0,0,0,0,1,0
Religio1s terrorists 😂,22,3,1,0,0,0,0,0,1,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
immigrant t?ash,15,2,0,0,0,0,0,0,0,1
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
failure,7,1,0,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yourself Sleep with one eye open 🖕,39,8,1,0,0,1,0,0,0,0
heretic cultist,15,2,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Ty?ical behavior for your gender 🤡,34,6,1,0,0,0,0,1,0,0
Go back to where you c1me from vermin,37,8,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yourself 😭,15,3,1,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country 🖕,25,6,1,0,0,0,0,0,0,1
Your existence is a mistake Absolute waste of oxygen,52,9,0,0,1,0,0,0,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
immigrant trash Go back to your country 💩,41,8,1,0,0,0,0,0,0,1
People like you should be banned,32,6,0,0,0,0,1,0,0,0
People like you should be banned subhuman 🤡,43,8,1,0,0,0,1,0,0,0
Sleep with one eye open 😂,25,6,1,0,0,1,0,0,0,0
kill yourself I'll ruin your life,33,6,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Brai?dead moron Abso?ute waste of oxyg?n,40,6,0,0,1,0,0,0,0,0
Typi!al behavior for your gender whore 🤡,40,7,1,0,0,0,0,1,0,0
